batch,order,job_name,accession,construct,range,full_len,model_len,n_subst,group,organism
5,462,recq_A0A512NKP6,A0A512NKP6,full,1-610,610,610,0,bac,Reyranella soli
5,463,recq_A0A7K6VJN7,A0A7K6VJN7,full,1-1050,1050,1050,0,euk,Notiomystis cincta
5,464,recq_A0A518B383,A0A518B383,full,1-820,820,820,0,bac,Kolteria novifilia
5,465,recq_A0A7L2AGV0,A0A7L2AGV0,full,1-1264,1264,1264,0,euk,Heliornis fulica (sungrebe)
5,466,recq_A0A518EUA6,A0A518EUA6,full,1-720,720,720,0,bac,Saltatorellus ferox
5,467,recq_A0A7L2WPT7,A0A7L2WPT7,full,1-347,347,347,0,euk,Pandion haliaetus (Osprey) (Falco haliaetus)
5,468,recq_A0A543IV80,A0A543IV80,full,1-710,710,710,0,bac,Thermopolyspora flexuosa
5,469,recq_A0A7M4E150,A0A7M4E150,full,1-1466,1466,1466,0,euk,Crocodylus porosus (Saltwater crocodile) (Estuarine crocodile)
5,470,recq_A0A550JFE8,A0A550JFE8,full,1-623,623,623,0,bac,Trichloromonas acetexigens
5,471,recq_A0A7M5XM92,A0A7M5XM92,full,1-1256,1256,1256,0,euk,Clytia hemisphaerica
5,472,recq_A0A554XIF8,A0A554XIF8,full,1-674,674,674,0,bac,Tepidimonas charontis
5,473,recq_A0A7N0TXR1,A0A7N0TXR1,full,1-1180,1180,1180,0,euk,Kalanchoe fedtschenkoi (Lavender scallops) (South American air plant)
5,474,recq_A0A560FQL6,A0A560FQL6,full,1-675,675,675,0,bac,Nitrospirillum amazonense
5,475,recq_A0A7N5JDP2,A0A7N5JDP2,full,1-1454,1454,1454,0,euk,Ailuropoda melanoleuca (Giant panda)
5,476,recq_A0A562J7T8,A0A562J7T8,full,1-727,727,727,0,bac,Sedimentibacter saalensis
5,477,recq_A0A7N8XRY0,A0A7N8XRY0,full,1-1035,1035,1035,0,euk,Mastacembelus armatus (zig-zag eel)
5,478,recq_A0A563VM65,A0A563VM65,full,1-710,710,710,0,bac,Hyella patelloides LEGE 07179
5,479,recq_A0A7R9BQD9,A0A7R9BQD9,full,1-2491,2491,2491,0,euk,Notodromas monacha
5,480,recq_A0A5B2V3M0,A0A5B2V3M0,full,1-604,604,604,0,bac,Salinarimonas soli
5,481,recq_A0A7U2FAB0,A0A7U2FAB0,full,1-1772,1772,1772,0,euk,Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) (Glume blotch fungus) (Parastagonospora nodorum)
5,482,recq_A0A5B8NPQ6,A0A5B8NPQ6,full,1-711,711,711,0,bac,Euhalothece natronophila Z-M001
5,483,recq_A0A813XLQ1,A0A813XLQ1,full,1-1077,1077,1077,0,euk,Brachionus calyciflorus
5,484,recq_A0A5B8U1Y7,A0A5B8U1Y7,full,1-602,602,602,0,bac,Baekduia soli
5,485,recq_A0A819Z500,A0A819Z500,full,1-1042,1042,1042,0,euk,Rotaria socialis
5,486,recq_A0A5B8XTA7,A0A5B8XTA7,full,1-622,622,622,0,bac,Microvenator marinus
5,487,recq_A0A833REZ9,A0A833REZ9,full,1-1171,1171,1171,0,euk,Carex littledalei
5,488,recq_A0A5B9VXF0,A0A5B9VXF0,full,1-1010,1010,1010,0,bac,Aquisphaera giovannonii
5,489,recq_A0A834KUU0,A0A834KUU0,full,1-1064,1064,1064,0,euk,Vespula germanica (German yellow jacket) (Paravespula germanica)
5,490,recq_A0A5C1E8J0,A0A5C1E8J0,full,1-639,639,639,0,bac,Oryzomicrobium terrae
5,491,recq_A0A834LAL0,A0A834LAL0,full,1-1194,1194,1194,0,euk,Rhododendron simsii (Sims's rhododendron)
5,492,recq_A0A5C5Y6I5,A0A5C5Y6I5,full,1-963,963,963,0,bac,Crateriforma conspicua
5,493,recq_A0A835Z5K7,A0A835Z5K7,full,1-1168,1168,1168,0,euk,Tribonema minus
5,494,recq_A0A5C5ZET5,A0A5C5ZET5,full,1-745,745,745,0,bac,Posidoniimonas polymericola
5,495,recq_A0A851UT55,A0A851UT55,full,1-1157,1157,1157,0,euk,Elachura formosa (spotted wren-babbler)
5,496,recq_A0A5C6RPK1,A0A5C6RPK1,full,1-780,780,780,0,bac,Vicingus serpentipes
5,497,recq_A0A8B7G8R0,A0A8B7G8R0,full,1-1418,1418,1418,0,euk,Microcebus murinus (Gray mouse lemur) (Lemur murinus)
5,498,recq_A0A5C6VAD8,A0A5C6VAD8,full,1-727,727,727,0,bac,Luteibaculum oceani
5,499,recq_A0A8B7N5G8,A0A8B7N5G8,full,1-1099,1099,1099,0,euk,Hyalella azteca (Amphipod)
6,500,recq_A0A5C8PEF2,A0A5C8PEF2,full,1-623,623,623,0,bac,Vineibacter terrae
6,501,recq_A0A8B8R2D2,A0A8B8R2D2,full,1-1205,1205,1205,0,euk,Rhodamnia argentea
6,502,recq_A0A5D0MI91,A0A5D0MI91,full,1-592,592,592,0,bac,Candidatus Mcinerneyibacterium aminivorans
6,503,recq_A0A8B9AQS0,A0A8B9AQS0,full,1-1275,1275,1275,0,euk,Phoenix dactylifera (Date palm)
6,504,recq_A0A5D3WN03,A0A5D3WN03,full,1-630,630,630,0,bac,Geothermobacter ehrlichii
6,505,recq_A0A8B9BPP4,A0A8B9BPP4,full,1-1435,1435,1435,0,euk,Anser brachyrhynchus (Pink-footed goose)
6,506,recq_A0A5E4SVZ8,A0A5E4SVZ8,full,1-683,683,683,0,bac,Pandoraea terrae
6,507,recq_A0A8C1G981,A0A8C1G981,full,1-1263,1263,1263,0,euk,Cyprinus carpio (Common carp)
6,508,recq_A0A5J6MNJ6,A0A5J6MNJ6,full,1-616,616,616,0,bac,Hypericibacter terrae
6,509,recq_A0A8C2UKG7,A0A8C2UKG7,full,1-1462,1462,1462,0,euk,Chinchilla lanigera (Long-tailed chinchilla) (Chinchilla villidera)
6,510,recq_A0A5P8E414,A0A5P8E414,full,1-797,797,797,0,bac,Pseudoprevotella muciniphila
6,511,recq_A0A8C3PE34,A0A8C3PE34,full,1-1269,1269,1269,0,euk,Chrysemys picta bellii (Western painted turtle) (Emys bellii)
6,512,recq_A0A5Q2MVM1,A0A5Q2MVM1,full,1-597,597,597,0,bac,Heliorestis convoluta
6,513,recq_A0A8C3WGZ7,A0A8C3WGZ7,full,1-1419,1419,1419,0,euk,Catagonus wagneri (Chacoan peccary)
6,514,recq_A0A5R9EW53,A0A5R9EW53,full,1-715,715,715,0,bac,Exobacillus caeni
6,515,recq_A0A8C4F7Z9,A0A8C4F7Z9,full,1-1030,1030,1030,0,euk,Dicentrarchus labrax (European seabass) (Morone labrax)
6,516,recq_A0A5S9IVB4,A0A5S9IVB4,full,1-715,715,715,0,bac,Uabimicrobium amorphum
6,517,recq_A0A8C4R6G6,A0A8C4R6G6,full,1-698,698,698,0,euk,Eptatretus burgeri (Inshore hagfish)
6,518,recq_A0A5S9R076,A0A5S9R076,full,1-716,716,716,0,bac,BD1-7 clade bacterium
6,519,recq_A0A8C4WHA4,A0A8C4WHA4,full,1-1117,1117,1117,0,euk,Gopherus evgoodei (Goodes thornscrub tortoise)
6,520,recq_A0A6A7Y431,A0A6A7Y431,full,1-615,615,615,0,bac,Segnochrobactrum spirostomi
6,521,recq_A0A8C5P0Q9,A0A8C5P0Q9,full,1-988,988,988,0,euk,Jaculus jaculus (Lesser Egyptian jerboa)
6,522,recq_A0A6C2UIP6,A0A6C2UIP6,full,1-720,720,720,0,bac,Pontiella sulfatireligans
6,523,recq_A0A8C6B5L5,A0A8C6B5L5,full,1-1436,1436,1436,0,euk,Monodon monoceros (Narwhal) (Ceratodon monodon)
6,524,recq_A0A6G4W7U8,A0A6G4W7U8,full,1-687,687,687,0,bac,Allomesorhizobium camelthorni
6,525,recq_A0A8C6FZX3,A0A8C6FZX3,full,1-1417,1417,1417,0,euk,Moschus moschiferus (Siberian musk deer) (Moschus sibiricus)
6,526,recq_A0A6H2DLK8,A0A6H2DLK8,full,1-596,596,596,0,bac,Parasphingorhabdus halotolerans
6,527,recq_A0A8C6L9U3,A0A8C6L9U3,full,1-1020,1020,1020,0,euk,Nothobranchius furzeri (Turquoise killifish)
6,528,recq_A0A6H2H5B3,A0A6H2H5B3,full,1-728,728,728,0,bac,Polaromonas vacuolata
6,529,recq_A0A8C6W236,A0A8C6W236,full,1-1411,1411,1411,0,euk,Nannospalax galili (Northern Israeli blind subterranean mole rat) (Spalax galili)
6,530,recq_A0A6I6D670,A0A6I6D670,full,1-602,602,602,0,bac,Guyparkeria halophila
6,531,recq_A0A8C6XZ99,A0A8C6XZ99,full,1-1266,1266,1266,0,euk,Naja naja (Indian cobra)
6,532,recq_A0A6I6DPC7,A0A6I6DPC7,full,1-717,717,717,0,bac,Candidatus Syntrophocurvum alkaliphilum
6,533,recq_A0A8C7BG73,A0A8C7BG73,full,1-1415,1415,1415,0,euk,Neogale vison (American mink) (Mustela vison)
6,534,recq_A0A6I6GEN3,A0A6I6GEN3,full,1-775,775,775,0,bac,Phnomibacter ginsenosidimutans
6,535,recq_A0A8C8VXH9,A0A8C8VXH9,full,1-1413,1413,1413,0,euk,Peromyscus maniculatus bairdii (Prairie deer mouse)
6,536,recq_A0A6L5YAS1,A0A6L5YAS1,full,1-622,622,622,0,bac,Pyramidobacter porci
6,537,recq_A0A8C8YZA1,A0A8C8YZA1,full,1-1429,1429,1429,27,euk,Prolemur simus (Greater bamboo lemur) (Hapalemur simus)
6,538,recq_A0A6L8W9J3,A0A6L8W9J3,full,1-601,601,601,0,bac,Sneathiella litorea
6,539,recq_A0A8C9B726,A0A8C9B726,full,1-1430,1430,1430,0,euk,Phocoena sinus (Vaquita)
6,540,recq_A0A6L9ML60,A0A6L9ML60,full,1-636,636,636,0,bac,Aurantimonas aggregata
6,541,recq_A0A8C9D9Z6,A0A8C9D9Z6,full,1-1605,1605,1605,0,euk,Panthera leo (Lion)
6,542,recq_A0A6M0RGJ9,A0A6M0RGJ9,full,1-736,736,736,0,bac,Adonisia turfae CCMR0081
6,543,recq_A0A8C9MM45,A0A8C9MM45,full,1-1454,1454,1454,0,euk,Serinus canaria (Island canary) (Fringilla canaria)
6,544,recq_A0A6M8B8Y0,A0A6M8B8Y0,full,1-763,763,763,0,bac,Thermoleptolyngbya sichuanensis A183
6,545,recq_A0A8C9TWQ0,A0A8C9TWQ0,full,1-1240,1240,1240,0,euk,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum)
6,546,recq_A0A6N1VGR7,A0A6N1VGR7,full,1-602,602,602,0,bac,Oricola thermophila
6,547,recq_A0A8D0DZ88,A0A8D0DZ88,full,1-1462,1462,1462,2,euk,Salvator merianae (Argentine black and white tegu) (Tupinambis merianae)
6,548,recq_A0A6N6M9K4,A0A6N6M9K4,full,1-731,731,731,0,bac,Salibacter halophilus
6,549,recq_A0A8D0G5B4,A0A8D0G5B4,full,1-1096,1096,1096,0,euk,Sphenodon punctatus (Tuatara) (Hatteria punctata)
6,550,recq_A0A6N6RDW4,A0A6N6RDW4,full,1-724,724,724,0,bac,Phaeocystidibacter luteus
6,551,recq_A0A8D2KV49,A0A8D2KV49,full,1-940,940,940,0,euk,Varanus komodoensis (Komodo dragon)
6,552,recq_A0A6N8FYU1,A0A6N8FYU1,full,1-710,710,710,0,bac,Gloeocapsopsis dulcis AAB1 = 1H9
6,553,recq_A0A8E2E2M0,A0A8E2E2M0,full,1-1763,1763,1763,0,euk,Lepidopterella palustris CBS 459.81
6,554,recq_A0A6N8HWU5,A0A6N8HWU5,full,1-716,716,716,0,bac,Caproicibacter fermentans
6,555,recq_A0A8E2ETE9,A0A8E2ETE9,full,1-1745,1745,1745,0,euk,Glonium stellatum
6,556,recq_A0A6N9NHD2,A0A6N9NHD2,full,1-731,731,731,0,bac,Acidiluteibacter ferrifornacis
6,557,recq_A0A8H4IQB8,A0A8H4IQB8,full,1-2399,2399,2399,0,euk,Botryosphaeria dothidea
6,558,recq_A0A6P1M8Q4,A0A6P1M8Q4,full,1-714,714,714,0,bac,Tichowtungia aerotolerans
6,559,recq_A0A8H4L5F1,A0A8H4L5F1,full,1-1275,1275,1275,0,euk,Fusarium albosuccineum
6,560,recq_A0A6P2C2H8,A0A6P2C2H8,full,1-634,634,634,0,bac,Trebonia kvetii
6,561,recq_A0A8H4PY53,A0A8H4PY53,full,1-882,882,882,0,euk,Ophiocordyceps sinensis
6,562,recq_A0A7C9LHL7,A0A7C9LHL7,full,1-599,599,599,0,bac,Sandarakinorhabdus fusca
6,563,recq_A0A8H4QQT8,A0A8H4QQT8,full,1-1089,1089,1089,0,euk,Agrocybe pediades
6,564,recq_A0A7D3XEK6,A0A7D3XEK6,full,1-734,734,734,0,bac,Tenuifilum thalassicum
6,565,recq_A0A8H4RKG8,A0A8H4RKG8,full,1-1774,1774,1774,0,euk,Cudoniella acicularis
6,566,recq_A0A7D4CVE0,A0A7D4CVE0,full,1-791,791,791,0,bac,Kroppenstedtia pulmonis
6,567,recq_A0A8H5FCC2,A0A8H5FCC2,full,1-1176,1176,1176,0,euk,Ephemerocybe angulata
6,568,recq_A0A7D5ZFT6,A0A7D5ZFT6,full,1-606,606,606,0,bac,Chitinibacter fontanus
6,569,recq_A0A8H7MMP3,A0A8H7MMP3,full,1-1730,1730,1730,0,euk,Ascochyta lentis
6,570,recq_A0A7G1HSH5,A0A7G1HSH5,full,1-726,726,726,0,bac,Coprobacter secundus subsp. similis
6,571,recq_A0A8H7UJ89,A0A8H7UJ89,full,1-1166,1166,1166,0,euk,Mortierella isabellina (Filamentous fungus) (Umbelopsis isabellina)
6,572,recq_A0A7G9GXP2,A0A7G9GXP2,full,1-640,640,640,0,bac,Fusobacterium hominis
6,573,recq_A0A8I2YWR0,A0A8I2YWR0,full,1-1116,1116,1116,0,euk,Boletus reticuloceps
6,574,recq_A0A7G9SLR6,A0A7G9SLR6,full,1-882,882,882,0,bac,Thermomonas carbonis
6,575,recq_A0A8I3NX97,A0A8I3NX97,full,1-1574,1574,1574,0,euk,Canis lupus familiaris (Dog) (Canis familiaris)
6,576,recq_A0A7G9W8R1,A0A7G9W8R1,full,1-726,726,726,0,bac,Alkalicella caledoniensis
6,577,recq_A0A8I3W2S6,A0A8I3W2S6,full,1-1433,1433,1433,0,euk,Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)
6,578,recq_A0A7H0VFX7,A0A7H0VFX7,full,1-732,732,732,0,bac,Croceimicrobium hydrocarbonivorans
6,579,recq_A0A8J4BF25,A0A8J4BF25,full,1-1267,1267,1267,0,euk,Volvox africanus
6,580,recq_A0A7K0DB25,A0A7K0DB25,full,1-841,841,841,0,bac,Nocardia macrotermitis
6,581,recq_A0A8J5HCX7,A0A8J5HCX7,full,1-1216,1216,1216,0,euk,Zingiber officinale (Ginger) (Amomum zingiber)
6,582,recq_A0A7L4UPB9,A0A7L4UPB9,full,1-723,723,723,0,bac,Balneicella halophila
6,583,recq_A0A8J6KCJ9,A0A8J6KCJ9,full,1-1176,1176,1176,0,euk,Eleutherodactylus coqui (Puerto Rican coqui)
6,584,recq_A0A7M1S4H6,A0A7M1S4H6,full,1-596,596,596,0,bac,Sulfurovum indicum
6,585,recq_A0A8J8P591,A0A8J8P591,full,1-1152,1152,1152,0,euk,Halteria grandinella
6,586,recq_A0A7M2WY61,A0A7M2WY61,full,1-639,639,639,0,bac,Humisphaera borealis
6,587,recq_A0A8K0DEE0,A0A8K0DEE0,full,1-1130,1130,1130,0,euk,Ignelater luminosus (Cucubano) (Pyrophorus luminosus)
6,588,recq_A0A7M2YYX5,A0A7M2YYX5,full,1-659,659,659,0,bac,Gaiella occulta
6,589,recq_A0A8K0H2P7,A0A8K0H2P7,full,1-1200,1200,1200,0,euk,Rhamnella rubrinervis
6,590,recq_A0A7S6REX1,A0A7S6REX1,full,1-721,721,721,0,bac,Anabaenopsis elenkinii CCIBt3563
6,591,recq_A0A8M6YUA3,A0A8M6YUA3,full,1-1450,1450,1450,0,euk,Danio rerio (Zebrafish) (Brachydanio rerio)
6,592,recq_A0A7S7M8R9,A0A7S7M8R9,full,1-628,628,628,0,bac,Thermophilibacter immobilis
6,593,recq_A0A8N5EXX7,A0A8N5EXX7,full,1-1445,1445,1445,12,euk,Geospiza fortis (Medium ground-finch)
6,594,recq_A0A7S7RQF1,A0A7S7RQF1,full,1-599,599,599,0,bac,Candidatus Sulfurimonas marisnigri
6,595,recq_A0A8R1YI53,A0A8R1YI53,full,1-1044,1044,1044,0,euk,Pristionchus pacificus (Parasitic nematode worm)
6,596,recq_A0A7W5Z3Y6,A0A7W5Z3Y6,full,1-625,625,625,0,bac,Pseudochelatococcus contaminans
6,597,recq_A0A8R2R8V4,A0A8R2R8V4,full,1-1235,1235,1235,0,euk,Bombyx mori (Silk moth)
6,598,recq_A0A7W6DLN0,A0A7W6DLN0,full,1-598,598,598,0,bac,Sphingobium fontiphilum
6,599,recq_A0A8S0VDD0,A0A8S0VDD0,full,1-1235,1235,1235,0,euk,Olea europaea subsp. europaea
7,600,recq_A0A7W6G9G0,A0A7W6G9G0,full,1-638,638,638,0,bac,Novosphingobium sediminicola
7,601,recq_A0A8S0XXR2,A0A8S0XXR2,full,1-1047,1047,1047,0,euk,Cyclocybe aegerita (Black poplar mushroom) (Agrocybe aegerita)
7,602,recq_A0A7W6GDY6,A0A7W6GDY6,full,1-614,614,614,0,bac,Hansschlegelia beijingensis
7,603,recq_A0A8S1IRD0,A0A8S1IRD0,full,1-1117,1117,1117,0,euk,Ostreobium quekettii
7,604,recq_A0A7W9C6R0,A0A7W9C6R0,full,1-743,743,743,0,bac,Brevundimonas aurantiaca
7,605,recq_A0A8S9YMN4,A0A8S9YMN4,full,1-1206,1206,1206,0,euk,Paragonimus skrjabini miyazakii
7,606,recq_A0A7W9FLY0,A0A7W9FLY0,full,1-607,607,607,0,bac,Prosthecomicrobium pneumaticum
7,607,recq_A0A8T1QFC6,A0A8T1QFC6,full,1-932,932,932,0,euk,Carya illinoinensis (Pecan)
7,608,recq_A0A7W9SLX4,A0A7W9SLX4,full,1-774,774,774,0,bac,Armatimonas rosea
7,609,recq_A0A8T2PQH5,A0A8T2PQH5,full,1-1168,1168,1168,0,euk,Albula glossodonta (roundjaw bonefish)
7,610,recq_A0A7X1AYQ1,A0A7X1AYQ1,full,1-704,704,704,0,bac,Puniceicoccus vermicola
7,611,recq_A0A8X6T185,A0A8X6T185,full,1-1276,1276,1276,0,euk,Nephila pilipes (Giant wood spider) (Nephila maculata)
7,612,recq_A0A7X1EAN2,A0A7X1EAN2,full,1-616,616,616,0,bac,Pelagicoccus albus
7,613,recq_A0A8X7SXG1,A0A8X7SXG1,full,1-1217,1217,1217,0,euk,Tilletia controversa (dwarf bunt fungus)
7,614,recq_A0A7X4YNJ0,A0A7X4YNJ0,full,1-761,761,761,0,bac,Paenibacillus sacheonensis
7,615,recq_A0A8X8D8T5,A0A8X8D8T5,full,1-1278,1278,1278,0,euk,Populus tomentosa (Chinese white poplar)
7,616,recq_A0A839HLP5,A0A839HLP5,full,1-681,681,681,0,bac,Aquariibacter albus
7,617,recq_A0A8X8WKU3,A0A8X8WKU3,full,1-1463,1463,1463,0,euk,Salvia splendens (Scarlet sage)
7,618,recq_A0A839UQB2,A0A839UQB2,full,1-727,727,727,0,bac,Simiduia aestuariiviva
7,619,recq_A0A914C886,A0A914C886,full,1-860,860,860,0,euk,Acrobeloides nanus
7,620,recq_A0A841HMR6,A0A841HMR6,full,1-629,629,629,0,bac,Povalibacter uvarum
7,621,recq_A0A914R3D0,A0A914R3D0,full,1-1045,1045,1045,0,euk,Panagrolaimus davidi
7,622,recq_A0A841PK73,A0A841PK73,full,1-589,589,589,0,bac,Geomicrobium halophilum
7,623,recq_A0A914W2P8,A0A914W2P8,full,1-911,911,911,0,euk,Plectus sambesii
7,624,recq_A0A842HBX8,A0A842HBX8,full,1-707,707,707,0,bac,Ruficoccus amylovorans
7,625,recq_A0A915J7I5,A0A915J7I5,full,1-1038,1038,1038,0,euk,Romanomermis culicivorax (Nematode worm)
7,626,recq_A0A844G7C6,A0A844G7C6,full,1-790,790,790,0,bac,Victivallis lenta
7,627,recq_A0A915MDK3,A0A915MDK3,full,1-1938,1938,1938,0,euk,Meloidogyne javanica (Root-knot nematode worm)
7,628,recq_A0A846HEN6,A0A846HEN6,full,1-722,722,722,0,bac,Hassallia byssoidea VB512170
7,629,recq_A0A922IAR2,A0A922IAR2,full,1-1190,1190,1190,0,euk,Dermatophagoides farinae (American house dust mite)
7,630,recq_A0A846MQ08,A0A846MQ08,full,1-735,735,735,0,bac,Thermonema lapsum
7,631,recq_A0A9C7PWI5,A0A9C7PWI5,full,1-1059,1059,1059,0,euk,Galdieria partita
7,632,recq_A0A846MY21,A0A846MY21,full,1-602,602,602,0,bac,Rhizomicrobium palustre
7,633,recq_A0A9D3MB40,A0A9D3MB40,full,1-639,639,639,0,euk,Anguilla anguilla (European freshwater eel) (Muraena anguilla)
7,634,recq_A0A847SA81,A0A847SA81,full,1-711,711,711,0,bac,Leeia aquatica
7,635,recq_A0A9D3PTE6,A0A9D3PTE6,full,1-1259,1259,1259,0,euk,Megalops atlanticus (Tarpon) (Clupea gigantea)
7,636,recq_A0A848J3B6,A0A848J3B6,full,1-732,732,732,0,bac,Marinigracilibium pacificum
7,637,recq_A0A9D5BRX8,A0A9D5BRX8,full,1-1221,1221,1221,0,euk,Pisum sativum (Garden pea) (Lathyrus oleraceus)
7,638,recq_A0A8A7KAE8,A0A8A7KAE8,full,1-705,705,705,0,bac,Iocasia frigidifontis
7,639,recq_A0A9D5CPS9,A0A9D5CPS9,full,1-1241,1241,1241,0,euk,Dioscorea zingiberensis
7,640,recq_A0A8D5G8Q3,A0A8D5G8Q3,full,1-611,611,611,0,bac,Methyloradius palustris
7,641,recq_A0A9E7GAA4,A0A9E7GAA4,full,1-1259,1259,1259,0,euk,Musa troglodytarum (fe'i banana)
7,642,recq_A0A8G2F464,A0A8G2F464,full,1-625,625,625,0,bac,Thalassobaculum litoreum DSM 18839
7,643,recq_A0A9J2Q3A3,A0A9J2Q3A3,full,1-1161,1161,1161,0,euk,Ascaris lumbricoides (Giant roundworm)
7,644,recq_A0A8J2V6S6,A0A8J2V6S6,full,1-620,620,620,0,bac,Aquisalinus flavus
7,645,recq_A0A9J7E9U5,A0A9J7E9U5,full,1-1273,1273,1273,0,euk,Spodoptera litura (Asian cotton leafworm)
7,646,recq_A0A8J2VM20,A0A8J2VM20,full,1-714,714,714,0,bac,Pullulanibacillus camelliae
7,647,recq_A0A9L0S401,A0A9L0S401,full,1-1452,1452,1452,0,euk,Equus caballus (Horse)
7,648,recq_A0A8J2ZED7,A0A8J2ZED7,full,1-758,758,758,0,bac,Caldovatus sediminis
7,649,recq_A0A9N7NRP4,A0A9N7NRP4,full,1-1183,1183,1183,0,euk,Striga hermonthica (Purple witchweed) (Buchnera hermonthica)
7,650,recq_A0A8J3CPH0,A0A8J3CPH0,full,1-616,616,616,0,bac,Algimonas arctica
7,651,recq_A0A9N9C4D3,A0A9N9C4D3,full,1-1022,1022,1022,0,euk,Diversispora eburnea
7,652,recq_A0A8J3IRD1,A0A8J3IRD1,full,1-738,738,738,0,bac,Reticulibacter mediterranei
7,653,recq_A0A9P0FH81,A0A9P0FH81,full,1-984,984,984,0,euk,Brassicogethes aeneus (Rape pollen beetle) (Meligethes aeneus)
7,654,recq_A0A8J6QEZ7,A0A8J6QEZ7,full,1-609,609,609,0,bac,Neiella litorisoli
7,655,recq_A0A9P4IEH5,A0A9P4IEH5,full,1-987,987,987,0,euk,Rhizodiscina lignyota
7,656,recq_A0A8J7ABZ7,A0A8J7ABZ7,full,1-740,740,740,0,bac,Vasconcelosia minhoensis LEGE 07310
7,657,recq_A0A9P4J4N6,A0A9P4J4N6,full,1-526,526,526,0,euk,Myriangium duriaei CBS 260.36
7,658,recq_A0A8J7B7I7,A0A8J7B7I7,full,1-709,709,709,0,bac,Lusitaniella coriacea LEGE 07157
7,659,recq_A0A9P4JKY7,A0A9P4JKY7,full,1-1467,1467,1467,0,euk,Delitschia confertaspora ATCC 74209
7,660,recq_A0A8J7CAF4,A0A8J7CAF4,full,1-728,728,728,0,bac,Iningainema tapete BLCC-T55
7,661,recq_A0A9P4LUW4,A0A9P4LUW4,full,1-766,766,766,0,euk,Saccharata proteae CBS 121410
7,662,recq_A0A8J7PYK5,A0A8J7PYK5,full,1-617,617,617,0,bac,Acanthopleuribacter pedis
7,663,recq_A0A9P4NXV9,A0A9P4NXV9,full,1-1681,1681,1681,0,euk,Tothia fuscella
7,664,recq_A0A8J8MMX0,A0A8J8MMX0,full,1-711,711,711,0,bac,Vallitalea pronyensis
7,665,recq_A0A9P4Q3A6,A0A9P4Q3A6,full,1-1607,1607,1607,0,euk,Polychaeton citri CBS 116435
7,666,recq_A0A8S8XEK1,A0A8S8XEK1,full,1-603,603,603,0,bac,Roseiterribacter gracilis
7,667,recq_A0A9P4S589,A0A9P4S589,full,1-766,766,766,0,euk,Patellaria atrata CBS 101060
7,668,recq_A0A915U1I5,A0A915U1I5,full,1-723,723,723,0,bac,Desulfolithobacter dissulfuricans
7,669,recq_A0A9P4V313,A0A9P4V313,full,1-1740,1740,1740,0,euk,Polyplosphaeria fusca
7,670,recq_A0A915YHU7,A0A915YHU7,full,1-755,755,755,0,bac,Aureispira anguillae
7,671,recq_A0A9P5CLV9,A0A9P5CLV9,full,1-540,540,540,0,euk,Cryphonectria parasitica (strain ATCC 38755 / EP155)
7,672,recq_A0A916NGC7,A0A916NGC7,full,1-732,732,732,0,bac,Parvicella tangerina
7,673,recq_A0A9P5D4V9,A0A9P5D4V9,full,1-1764,1764,1764,0,euk,Geosmithia morbida
7,674,recq_A0A916SJX3,A0A916SJX3,full,1-603,603,603,0,bac,Brucella endophytica
7,675,recq_A0A9P5ZLQ8,A0A9P5ZLQ8,full,1-843,843,843,0,euk,Pleurotus eryngii (Boletus of the steppes)
7,676,recq_A0A917C266,A0A917C266,full,1-603,603,603,0,bac,Terasakiella brassicae
7,677,recq_A0A9P6EME4,A0A9P6EME4,full,1-1176,1176,1176,0,euk,Crepidotus variabilis
7,678,recq_A0A917DHV4,A0A917DHV4,full,1-628,628,628,0,bac,Croceicoccus pelagius
7,679,recq_A0A9P7AZG3,A0A9P7AZG3,full,1-1796,1796,1796,0,euk,Hyphodiscus hymeniophilus
7,680,recq_A0A917DQX9,A0A917DQX9,full,1-793,793,793,0,bac,Emticicia aquatilis
7,681,recq_A0A9P7BVV8,A0A9P7BVV8,full,1-840,840,840,0,euk,Rhizopus oryzae (Mucormycosis agent) (Rhizopus arrhizus var. delemar)
7,682,recq_A0A923I1A1,A0A923I1A1,full,1-627,627,627,0,bac,Undibacterium rugosum
7,683,recq_A0A9P8C9H4,A0A9P8C9H4,full,1-1258,1258,1258,0,euk,Amylocarpus encephaloides
7,684,recq_A0A923SRH9,A0A923SRH9,full,1-618,618,618,0,bac,Zhenpiania hominis
7,685,recq_A0A9P8CJ08,A0A9P8CJ08,full,1-1463,1463,1463,0,euk,Calycina marina
7,686,recq_A0A926HUW0,A0A926HUW0,full,1-636,636,636,0,bac,Feifania hominis
7,687,recq_A0A9P8UVR2,A0A9P8UVR2,full,1-1778,1778,1778,0,euk,Truncatella angustata
7,688,recq_A0A926I077,A0A926I077,full,1-616,616,616,0,bac,Bianquea renquensis
7,689,recq_A0A9P9BQG9,A0A9P9BQG9,full,1-1022,1022,1022,0,euk,Microdochium trichocladiopsis
7,690,recq_A0A926ZFB8,A0A926ZFB8,full,1-725,725,725,0,bac,Aerosakkonema funiforme FACHB-1375
7,691,recq_A0A9P9IY89,A0A9P9IY89,full,1-1715,1715,1715,0,euk,Dendryphion nanum
