tip_label	accession	taxid	organism	group	role	gene	core_from	core_to	full_len	core_len
A0A2S8B147_Sphingopyxis	A0A2S8B147	2054227	Sphingopyxis lindanitolerans	bac		recQ	396	507	596	112
A0A326U8P6_Thermosporothrix	A0A326U8P6	644383	Thermosporothrix hazakensis	bac		EI42_02527	403	516	721	114
A0A367XG13_Thalassospira	A0A367XG13	502049	Thalassospira profundimaris	bac		TH25_05945	415	528	617	114
A0A369I676_Runella	A0A369I676	2282308	Runella aurantiaca	bac		recQ	406	527	746	122
A0A401XJL4_Thermaurantimonas	A0A401XJL4	2173829	Thermaurantimonas aggregans	bac		JCM31826_07090	403	514	728	112
A0A426QGC8_Thiohalobacter	A0A426QGC8	585455	Thiohalobacter thiocyanaticus	bac		recQ	408	521	612	114
A0A4R3JWX5_Sulfuritortus	A0A4R3JWX5	1914471	Sulfuritortus calidifontis	bac		EDC61_10345	409	522	610	114
A0A4R3Y1M1_Sulfurirhabdus	A0A4R3Y1M1	1706046	Sulfurirhabdus autotrophica	bac		EDC63_10913	415	528	623	114
A0A4R8IE89_Thiohalophilus	A0A4R8IE89	381308	Thiohalophilus thiocyanatoxydans	bac		EDC23_2717	399	512	708	114
A0A543IV80_Thermopolyspora	A0A543IV80	103836	Thermopolyspora flexuosa	bac		FHX40_1160	413	529	710	117
A0A550JFE8_Trichloromonas	A0A550JFE8	38815	Trichloromonas acetexigens	bac		recQ	398	511	623	114
A0A5S9R076_tx2029982	A0A5S9R076	2029982	BD1-7 clade bacterium	bac		recQ	402	515	716	114
A0A6A7Y431_Segnochrobactrum	A0A6A7Y431	2608987	Segnochrobactrum spirostomi	bac		recQ	408	521	615	114
A0A6H2DLK8_Parasphingorhabdus	A0A6H2DLK8	2725558	Parasphingorhabdus halotolerans	bac		recQ	394	505	596	112
A0A6I6D670_Guyparkeria	A0A6I6D670	47960	Guyparkeria halophila	bac		recQ	401	514	602	114
A0A6I6DPC7_CandidatusSyntrophocurvum	A0A6I6DPC7	2293317	Candidatus Syntrophocurvum alkaliphilum	bac		SYNTR_2237	399	512	717	114
A0A6L8W9J3_Sneathiella	A0A6L8W9J3	2606216	Sneathiella litorea	bac		recQ	400	513	601	114
A0A6P1M8Q4_Tichowtungia	A0A6P1M8Q4	2697043	Tichowtungia aerotolerans	bac		recQ	399	512	714	114
A0A6P2C2H8_Trebonia	A0A6P2C2H8	2480626	Trebonia kvetii	bac		recQ	419	534	634	116
A0A7C9LHL7_Sandarakinorhabdus	A0A7C9LHL7	1439888	Sandarakinorhabdus fusca	bac		recQ	399	511	599	113
A0A7D3XEK6_Tenuifilum	A0A7D3XEK6	2590900	Tenuifilum thalassicum	bac		recQ	406	518	734	113
A0A7D4CVE0_Kroppenstedtia	A0A7D4CVE0	1380685	Kroppenstedtia pulmonis	bac		recQ	401	514	791	114
A0A7M1S4H6_Sulfurovum	A0A7M1S4H6	2779528	Sulfurovum indicum	bac		recQ	398	509	596	112
A0A7M2WY61_Humisphaera	A0A7M2WY61	2807512	Humisphaera borealis	bac		IPV69_03025	430	536	639	107
A0A7S7RQF1_Sulfurimonas	A0A7S7RQF1	2740405	Candidatus Sulfurimonas marisnigri	bac		recQ	406	515	599	110
A0A7W6DLN0_Sphingobium	A0A7W6DLN0	944425	Sphingobium fontiphilum	bac		GGR44_002567	403	514	598	112
A0A7W6G9G0_Novosphingobium	A0A7W6G9G0	563162	Novosphingobium sediminicola	bac		GGR38_003985	442	553	638	112
A0A839HLP5_Aquariibacter	A0A839HLP5	2759899	Aquariibacter albus	bac		recQ	463	584	681	122
A0A841HMR6_Povalibacter	A0A841HMR6	732238	Povalibacter uvarum	bac		HNQ60_002914	423	539	629	117
A0A846HEN6_Hassallia	A0A846HEN6	1304833	Hassallia byssoidea VB512170	bac		recQ	404	516	722	113
A0A846MQ08_Thermonema	A0A846MQ08	28195	Thermonema lapsum	bac		FHS56_001166	403	517	735	115
A0A8G2F464_Thalassobaculum	A0A8G2F464	1123362	Thalassobaculum litoreum DSM 18839	bac		SAMN05660686_03315	425	538	625	114
A0A8J2VM20_Pullulanibacillus	A0A8J2VM20	1707096	Pullulanibacillus camelliae	bac		recQ	401	513	714	113
A0A8J7CAF4_Iningainema	A0A8J7CAF4	2748662	Iningainema tapete BLCC-T55	bac		recQ	404	517	728	114
A0A915YHU7_Aureispira	A0A915YHU7	2864201	Aureispira anguillae	bac		AsAng_0040090	430	543	755	114
A0A917C266_Terasakiella	A0A917C266	1634917	Terasakiella brassicae	bac		recQ	400	513	603	114
A0A942UY80_Anaeromonas	A0A942UY80	2683708	Anaeromonas frigoriresistens	bac		recQ	399	512	711	114
A0A9P1NZX2_Limnospira	A0A9P1NZX2	376219	Limnospira indica PCC 8005	bac		recQ	412	524	739	113
A0A9X4MHL7_Thiovibrio	A0A9X4MHL7	2984131	Thiovibrio frasassiensis	bac		recQ	398	511	604	114
A0AAF0BGQ5_Gimibacter	A0AAF0BGQ5	3024400	Gimibacter soli	bac		recQ	407	519	607	113
A0AAI9SEZ0_Sutterella	A0AAI9SEZ0	1944635	Sutterella seckii	bac		recQ	400	517	611	118
A0ABT3L5H8_Spirulina	A0ABT3L5H8	234711	Spirulina subsalsa FACHB-351	bac		recQ	405	518	715	114
A0ABT8F7N1_Shiella	A0ABT8F7N1	3058365	Shiella aurantiaca	bac		recQ	405	518	732	114
A0ABT8LCI8_Agaribacillus	A0ABT8LCI8	3051825	Agaribacillus aureus	bac		recQ	407	517	738	111
A0ABV0J561_Trichocoleus	A0ABV0J561	2933944	Trichocoleus desertorum GB2-A4	bac		recQ	414	526	616	113
A0ABW1T039_Longivirga	A0ABW1T039	1837743	Longivirga aurantiaca	bac		recQ	408	521	611	114
F4LUF8_Tepidanaerobacter	F4LUF8	1209989	Tepidanaerobacter acetatoxydans (strain DSM 21804 / JCM 16047 / Re1)	bac		recQ	400	513	729	114
G8QSD9_Sphaerochaeta	G8QSD9	158190	Sphaerochaeta pleomorpha (strain ATCC BAA-1885 / DSM 22778 / Grapes)	bac		SpiGrapes_2293	416	529	619	114
G8UL57_Tannerella	G8UL57	203275	Tannerella forsythia (strain ATCC 43037 / JCM 10827 / CCUG 21028 A / KCTC 5666 / FDC 338) (Bacteroides forsythus)	bac		recQ	463	576	786	114
H9UK99_Spirochaeta	H9UK99	889378	Spirochaeta africana (strain ATCC 700263 / DSM 8902 / Z-7692)	bac		Spiaf_1888	436	550	658	115
I3CBK8_Beggiatoa	I3CBK8	395493	Beggiatoa alba B18LD	bac		BegalDRAFT_0077	402	515	733	114
M1ZBX2_Schnuerera	M1ZBX2	1288971	[Clostridium] ultunense Esp	bac		recQ	400	513	722	114
Q2LQI6_Syntrophus	Q2LQI6	56780	Syntrophus aciditrophicus (strain SB)	bac		SYN_02584	398	511	619	114
V4RMN6_Lutibaculum	V4RMN6	631454	Lutibaculum baratangense AMV1	bac		N177_0758	414	527	608	114
A0A663FBV1_Aquila	A0A663FBV1	223781	Aquila chrysaetos chrysaetos	euk		WRN	925	1028	1479	104
A0A8B9BPP4_Anser	A0A8B9BPP4	132585	Anser brachyrhynchus (Pink-footed goose)	euk		BLM	1087	1213	1435	127
A0AAJ6YE70_Ceratosolen	A0AAJ6YE70	326594	Ceratosolen solmsi marchali	euk		LOC105361034	911	1032	1248	122
A0A024GB81_Albugo	A0A024GB81	65357	Albugo candida	euk		BN9_046730	640	762	890	123
A0A0C2XKG1_Amanita	A0A0C2XKG1	946122	Amanita muscaria (strain Koide BX008)	euk		M378DRAFT_189969	773	895	1043	123
A0A0D2U9D7_Capsaspora	A0A0D2U9D7	595528	Capsaspora owczarzaki (strain ATCC 30864)	euk		CAOG_002769	1220	1338	1771	119
A0A137PHZ7_Conidiobolus	A0A137PHZ7	796925	Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata)	euk		CONCODRAFT_136911	675	794	993	120
A0A139SXW9_Ventosimonas	A0A139SXW9	1680762	Ventosimonas gracilis	bac		AXE65_08215	401	535	703	135
A0A143PP50_Luteitalea	A0A143PP50	1855912	Luteitalea pratensis	bac		recQ_1	408	522	613	115
A0A193LGI2_Woeseia	A0A193LGI2	1548547	Woeseia oceani	bac		BA177_10450	399	512	602	114
A0A1D9MF25_Rhodobacter	A0A1D9MF25	1850250	Rhodobacter xanthinilyticus	bac		LPB142_14355	405	518	691	114
A0A1G6PNU2_Williamwhitmania	A0A1G6PNU2	1640674	Williamwhitmania taraxaci	bac		SAMN05216323_105312	404	516	729	113
A0A1G7B3J0_Riemerella	A0A1G7B3J0	1071918	Riemerella columbipharyngis	bac		SAMN05421544_10515	418	531	744	114
A0A1T4XFA2_Gemmiger	A0A1T4XFA2	745368	Gemmiger formicilis	bac		SAMN02745178_01777	405	518	765	114
A0A1W0ABS8_Thraustotheca	A0A1W0ABS8	74557	Thraustotheca clavata	euk		THRCLA_00370	894	1019	1245	126
A0A251X9U2_Thioflexithrix	A0A251X9U2	1570016	Thioflexithrix psekupsensis	bac		TPSD3_04695	405	520	609	116
A0A2P2E9Q6_CandidatusPhycosocius	A0A2P2E9Q6	1445552	Candidatus Phycosocius bacilliformis	bac		recQ	412	526	621	115
A0A2R6Q6I3_Actinidia	A0A2R6Q6I3	1590841	Actinidia chinensis var. chinensis (Chinese soft-hair kiwi)	euk		CEY00_Acc21257	880	1001	1227	122
A0A2T0QEH6_Allonocardiopsis	A0A2T0QEH6	1144618	Allonocardiopsis opalescens	bac		CLV72_101907	414	530	620	117
A0A2T3BF66_Amorphotheca	A0A2T3BF66	857342	Amorphotheca resinae ATCC 22711	euk		M430DRAFT_132028	1311	1431	1793	121
A0A2T7PWK2_Pomacea	A0A2T7PWK2	400727	Pomacea canaliculata (Golden apple snail)	euk		C0Q70_00417	815	937	1159	123
A0A317E0A4_Zavarzinia	A0A317E0A4	2211142	Zavarzinia aquatilis	bac		recQ	402	515	606	114
A0A366HCH9_Roseimicrobium	A0A366HCH9	748857	Roseimicrobium gellanilyticum	bac		DES53_109107	548	667	764	120
A0A368GYQ0_Ancylostoma	A0A368GYQ0	29170	Ancylostoma caninum (Dog hookworm)	euk		ANCCAN_05329	768	892	1122	125
A0A418YDN0_Motilimonas	A0A418YDN0	2303987	Motilimonas pumila	bac		recQ	409	522	613	114
A0A4P9VWQ5_Zooshikella	A0A4P9VWQ5	202772	Zooshikella ganghwensis	bac		recQ	399	511	721	113
A0A4R1RC46_Hydrogenispora	A0A4R1RC46	1082276	Hydrogenispora ethanolica	bac		EDC14_102288	403	516	727	114
A0A4R3LPU2_Aquabacter	A0A4R3LPU2	933073	Aquabacter spiritensis	bac		EDC64_11369	420	533	621	114
A0A554XIF8_Tepidimonas	A0A554XIF8	2267262	Tepidimonas charontis	bac		recQ	453	568	674	116
A0A5C6RPK1_Vicingus	A0A5C6RPK1	1926625	Vicingus serpentipes	bac		recQ	452	569	780	118
A0A5C8PEF2_Vineibacter	A0A5C8PEF2	2586908	Vineibacter terrae	bac		recQ	410	523	623	114
A0A6A5WPR3_Amniculicola	A0A6A5WPR3	1392246	Amniculicola lignicola CBS 123094	euk		P154DRAFT_464906	1263	1377	1746	115
A0A6A6WDA4_Pseudovirgaria	A0A6A6WDA4	470096	Pseudovirgaria hyperparasitica	euk		EJ05DRAFT_535718	1235	1360	1764	126
A0A6M0RGJ9_Adonisia	A0A6M0RGJ9	2292702	Adonisia turfae CCMR0081	bac		recQ	410	523	736	114
A0A841PK73_Geomicrobium	A0A841PK73	549000	Geomicrobium halophilum	bac		HNR44_001078	400	513	589	114
A0A844G7C6_Victivallis	A0A844G7C6	2606640	Victivallis lenta	bac		FYJ85_18575	583	698	790	116
A0A8J8MMX0_Vallitalea	A0A8J8MMX0	1348613	Vallitalea pronyensis	bac		recQ	402	515	711	114
A0A8T2PQH5_Albula	A0A8T2PQH5	121402	Albula glossodonta (roundjaw bonefish)	euk		JZ751_011724	574	673	1168	100
A0A928Z8A7_Zarconia	A0A928Z8A7	1828826	Zarconia navalis LEGE 11467	bac		recQ	417	530	718	114
A0A9D3MB40_Anguilla	A0A9D3MB40	7936	Anguilla anguilla (European freshwater eel) (Muraena anguilla)	euk		ANANG_G00142810	491	601	639	111
A0A9Q0LU91_Anaeramoeba	A0A9Q0LU91	1746090	Anaeramoeba ignava (Anaerobic marine amoeba)	euk		M0811_14577	894	1016	1274	123
A0A9X0HMG7_Solirubrum	A0A9X0HMG7	1751427	Solirubrum puertoriconensis	bac		ASU33_11350	408	521	748	114
A0A9X0UIM2_Vibrio	A0A9X0UIM2	28172	Vibrio metschnikovii	bac		H8Q88_14025	496	601	803	106
A0AAD4NC42_Ditylenchus	A0AAD4NC42	166010	Ditylenchus destructor	euk		DdX_02108	610	715	1029	106
A0AAD5VI52_Leucocoprinus	A0AAD5VI52	56174	Leucocoprinus birnbaumii	euk		NP233_g10513	787	906	1067	120
A0AAD9QNZ7_Acropora	A0AAD9QNZ7	6130	Acropora cervicornis (Staghorn coral)	euk		P5673_012141	832	955	968	124
A0AAN2CA82_Vulcanimicrobium	A0AAN2CA82	3016050	Vulcanimicrobium alpinum	bac		recQ_2	401	517	607	117
A0AAP0S2M2_Liquidambar	A0AAP0S2M2	63359	Liquidambar formosana (Formosan gum)	euk		L1049_014792	698	819	1014	122
A0AAV9E8R4_Acorus	A0AAV9E8R4	4465	Acorus calamus (Sweet flag)	euk		RECQL4A	829	900	1158	72
A0AAW1R2V0_Elliptochloris	A0AAW1R2V0	381761	Elliptochloris bilobata	euk		WJX81_008688	591	712	972	122
A0AAW2ZNQ3_Acrasis	A0AAW2ZNQ3	1008807	Acrasis kona	euk		AKO1_000901	706	825	1048	120
A0AAW9R4I3_Elongatibacter	A0AAW9R4I3	3119006	Elongatibacter sediminis	bac		recQ	410	523	613	114
A0ABN2I1I5_Fodinicola	A0ABN2I1I5	435914	Fodinicola feengrottensis	bac		recQ	410	526	618	117
A0ABV8X8B9_Chungangia	A0ABV8X8B9	752657	Chungangia koreensis	bac		recQ	399	511	585	113
C1GRE2_Paracoccidioides	C1GRE2	502779	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	euk		PAAG_01087	1100	1219	1563	120
C4ZJ76_Thauera	C4ZJ76	164330	Thauera aminoaromatica	bac		Tmz1t_1047	456	569	657	114
C9LP34_Dialister	C9LP34	592028	Dialister invisus DSM 15470	bac		recQ	398	501	811	104
D7CR13_Truepera	D7CR13	649638	Truepera radiovictrix (strain DSM 17093 / CIP 108686 / LMG 22925 / RQ-24)	bac		Trad_0273	400	513	598	114
E9CLK2_Serratia	E9CLK2	914128	Serratia symbiotica str. Tucson	bac		recQ	414	527	618	114
L8GS10_Acanthamoeba	L8GS10	1257118	Acanthamoeba castellanii (strain ATCC 30010 / Neff)	euk		ACA1_378200	535	616	621	82
R7Z401_Coniosporium	R7Z401	1168221	Coniosporium apollinis (strain CBS 100218) (Rock-inhabiting black yeast)	euk		W97_08155	1268	1388	1754	121
W1NSM6_Amborella	W1NSM6	13333	Amborella trichopoda	euk		AMTR_s00118p00027960	913	1034	1275	122
A0A2K5FA03_Aotus	A0A2K5FA03	37293	Aotus nancymaae (Ma's night monkey)	euk			1070	1197	1415	128
A0A8I3NX97_Canis	A0A8I3NX97	9615	Canis lupus familiaris (Dog) (Canis familiaris)	euk		WRN	1045	1159	1574	115
A0AAA9TDU0_Bos	A0AAA9TDU0	9913	Bos taurus (Bovine)	euk		BLM	1084	1211	1430	128
Q8L840_Arabidopsis	Q8L840	3702	Arabidopsis thaliana (Mouse-ear cress)	euk		RECQL4A	864	983	1188	120
A0A096P7A8_Ostreococcus	A0A096P7A8	70448	Ostreococcus tauri (Marine green alga)	euk		OT_ostta03g01680	811	935	1140	125
A0A0C3BMJ1_Piloderma	A0A0C3BMJ1	765440	Piloderma croceum (strain F 1598)	euk		PILCRDRAFT_815265	773	892	1095	120
A0A0L0DJN9_Thecamonas	A0A0L0DJN9	461836	Thecamonas trahens ATCC 50062	euk		AMSG_01158	702	827	1023	126
A0A0L0T335_Allomyces	A0A0L0T335	578462	Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus)	euk		AMAG_13650	571	693	967	123
A0A0M8ZT91_Melipona	A0A0M8ZT91	166423	Melipona quadrifasciata	euk		WN51_06326	987	1089	1277	103
A0A167WVR7_Ascosphaera	A0A167WVR7	392613	Ascosphaera apis ARSEF 7405	euk		AAP_04482	1168	1288	1579	121
A0A1D2VH39_Ascoidea	A0A1D2VH39	1344418	Ascoidea rubescens DSM 1968	euk		ASCRUDRAFT_8485	1171	1292	1577	122
A0A1I7ST65_Bursaphelenchus	A0A1I7ST65	6326	Bursaphelenchus xylophilus (Pinewood nematode worm) (Aphelenchoides xylophilus)	euk		BXYJ_LOCUS6779	638	758	877	121
A0A1Y1WU27_Basidiobolus	A0A1Y1WU27	1314790	Basidiobolus meristosporus CBS 931.73	euk		K493DRAFT_293919	493	613	797	121
A0A2G9G3H1_Handroanthus	A0A2G9G3H1	429701	Handroanthus impetiginosus	euk		CDL12_27809	690	812	1035	123
A0A3N4HU45_Ascobolus	A0A3N4HU45	1160509	Ascobolus immersus RN42	euk		BJ508DRAFT_417545	1190	1307	1667	118
A0A4S2MHN7_Ascodesmis	A0A4S2MHN7	341454	Ascodesmis nigricans	euk		EX30DRAFT_258632	1217	1308	1310	92
A0A5P1E652_Asparagus	A0A5P1E652	4686	Asparagus officinalis (Garden asparagus)	euk		A4U43_C09F7220	872	976	1161	105
A0A672I2W6_Salarias	A0A672I2W6	181472	Salarias fasciatus (Jewelled blenny) (Blennius fasciatus)	euk		blm	867	992	1189	126
A0A673CQX9_Sphaeramia	A0A673CQX9	375764	Sphaeramia orbicularis (orbiculate cardinalfish)	euk		blm	760	885	1080	126
A0A6A6BKP3_Aplosporella	A0A6A6BKP3	1176127	Aplosporella prunicola CBS 121167	euk		K452DRAFT_223123	514	634	979	121
A0A6G1H3K3_Aulographum	A0A6G1H3K3	1176131	Aulographum hederae CBS 113979	euk		K402DRAFT_329874	551	671	1056	121
A0A6P5GWP8_Ananas	A0A6P5GWP8	4615	Ananas comosus (Pineapple) (Ananas ananas)	euk		LOC109725334	870	990	1230	121
A0A813XLQ1_Brachionus	A0A813XLQ1	104777	Brachionus calyciflorus	euk		OXX778_LOCUS9820	772	895	1077	124
A0A8B9AQS0_Phoenix	A0A8B9AQS0	42345	Phoenix dactylifera (Date palm)	euk		LOC103701408	857	978	1275	122
A0A8E2E2M0_Lepidopterella	A0A8E2E2M0	1314670	Lepidopterella palustris CBS 459.81	euk		K432DRAFT_336094	1277	1395	1763	119
A0A8H4IQB8_Botryosphaeria	A0A8H4IQB8	55169	Botryosphaeria dothidea	euk		GTA08_BOTSDO06658	1268	1388	2399	121
A0A8I2YWR0_Boletus	A0A8I2YWR0	495285	Boletus reticuloceps	euk		JVT61DRAFT_11528	804	925	1116	122
A0A8R2R8V4_Bombyx	A0A8R2R8V4	7091	Bombyx mori (Silk moth)	euk			899	1019	1235	121
A0A9J2Q3A3_Ascaris	A0A9J2Q3A3	6252	Ascaris lumbricoides (Giant roundworm)	euk			749	868	1161	120
A0A9P5D4V9_Geosmithia	A0A9P5D4V9	1094350	Geosmithia morbida	euk		GMORB2_5662	1254	1370	1764	117
A0A9P9WHC6_Neoarthrinium	A0A9P9WHC6	1658444	Neoarthrinium moseri	euk		JX265_008645	1592	1712	2081	121
A0AA36A4E6_Lactuca	A0AA36A4E6	75948	Lactuca saligna (Willowleaf lettuce)	euk		LSALG_LOCUS42746	889	1008	1249	120
A0AA39EZB5_Microctonus	A0AA39EZB5	165561	Microctonus hyperodae (Parasitoid wasp)	euk		PV327_010896	843	966	1170	124
A0AAD2CAG5_Cylindrotheca	A0AAD2CAG5	2856	Cylindrotheca closterium	euk		CYCCA115_LOCUS413	878	1004	1242	127
A0AAD3DKM2_Astrephomene	A0AAD3DKM2	47775	Astrephomene gubernaculifera	euk		Agub_g2336	862	981	1284	120
A0AAD8EDF1_Diploptera	A0AAD8EDF1	6984	Diploptera punctata (Pacific beetle cockroach)	euk		L9F63_020137	488	600	785	113
A0AAD8HWI5_Heracleum	A0AAD8HWI5	360622	Heracleum sosnowskyi	euk		POM88_030466	808	929	1147	122
A0AAU9J4R6_Blepharisma	A0AAU9J4R6	1481888	Blepharisma stoltei	euk		BSTOLATCC_MIC27299	626	742	905	117
A0AAV3PUI2_Lithospermum	A0AAV3PUI2	34254	Lithospermum erythrorhizon (Purple gromwell) (Lithospermum officinale var. erythrorhizon)	euk		LIER_12979	896	1016	1245	121
A0AAV4VJT9_Caerostris	A0AAV4VJT9	1538125	Caerostris darwini	euk		Blm	937	1061	1275	125
A0AAV7E689_Aristolochia	A0AAV7E689	158543	Aristolochia fimbriata (White veined hardy Dutchman's pipe vine)	euk		H6P81_015503	865	986	1230	122
A0ABM0JPG4_Aplysia	A0ABM0JPG4	6500	Aplysia californica (California sea hare)	euk		LOC101856181	1081	1203	1440	123
A0ABQ7HYS2_Astathelohania	A0ABQ7HYS2	164912	Astathelohania contejeani	euk		rqh1	548	668	676	121
A0ABQ8TJ46_Periplaneta	A0ABQ8TJ46	6978	Periplaneta americana (American cockroach) (Blatta americana)	euk		ANN_12380	841	968	1296	128
A0ABQ9FHQ4_Tegillarca	A0ABQ9FHQ4	220873	Tegillarca granosa (Malaysian cockle) (Anadara granosa)	euk		KUTeg_004708	592	707	1086	116
W4KRR9_Heterobasidion	W4KRR9	747525	Heterobasidion irregulare (strain TC 32-1)	euk		HETIRDRAFT_100074	561	683	868	123
A0ACB8SWT7_Artomyces	A0ACB8SWT7	48021	Artomyces pyxidatus	euk		BV25DRAFT_904999	830	952	1173	123
A0ACC0AL70_Catharanthus	A0ACC0AL70	4058	Catharanthus roseus (Madagascar periwinkle) (Vinca rosea)	euk		M9H77_20892	874	993	1234	120
A0ACC2NJ08_Eretmocerus	A0ACC2NJ08	131215	Eretmocerus hayati	euk		QAD02_001860	1065	1188	1393	124
A0A2K6C0M9_Macaca	A0A2K6C0M9	9545	Macaca nemestrina (Pig-tailed macaque)	euk			953	1066	1432	114
A0A7M4E150_Crocodylus	A0A7M4E150	8502	Crocodylus porosus (Saltwater crocodile) (Estuarine crocodile)	euk		BLM	1120	1247	1466	128
A0A8B7G8R0_Microcebus	A0A8B7G8R0	30608	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	euk		BLM	1072	1199	1418	128
A0A8C2UKG7_Chinchilla	A0A8C2UKG7	34839	Chinchilla lanigera (Long-tailed chinchilla) (Chinchilla villidera)	euk		WRN	926	1038	1462	113
A0A8C8VXH9_Peromyscus	A0A8C8VXH9	230844	Peromyscus maniculatus bairdii (Prairie deer mouse)	euk			1072	1195	1413	124
A0A8I3W2S6_Callithrix	A0A8I3W2S6	9483	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	euk		WRN	953	1066	1433	114
H0UZQ5_Cavia	H0UZQ5	10141	Cavia porcellus (Guinea pig)	euk		WRN	935	1040	1462	106
A0AAN9TU79_Parthenolecanium	A0AAN9TU79	536013	Parthenolecanium corni	euk		V9T40_004529	1046	1172	1556	127
A0A091M8S6_Cathartes	A0A091M8S6	43455	Cathartes aura (Turkey vulture) (Vultur aura)	euk		N323_01495	478	590	656	113
A0A0F8BY45_Ceratocystis	A0A0F8BY45	88771	Ceratocystis fimbriata f. sp. platani	euk		SGS1	802	923	1276	122
A0A0M0JR43_Chrysochromulina	A0A0M0JR43	1460289	Chrysochromulina tobinii	euk		Ctob_005586	465	584	766	120
A0A167VJU6_Niveomyces	A0A167VJU6	1081102	Niveomyces insectorum RCEF 264	euk		SPI_04243	1362	1474	1932	113
A0A1C7NRG6_Choanephora	A0A1C7NRG6	101091	Choanephora cucurbitarum	euk		rqh1	775	893	1058	119
A0A1Q3AZM1_Cephalotus	A0A1Q3AZM1	3775	Cephalotus follicularis (Albany pitcher plant)	euk		CFOL_v3_04715	867	987	1181	121
A0A1Y2I3R0_Catenaria	A0A1Y2I3R0	765915	Catenaria anguillulae PL171	euk		BCR44DRAFT_210467	725	857	1210	133
A0A250WYM3_Chlamydomonas	A0A250WYM3	1157962	Chlamydomonas eustigma	euk		CEUSTIGMA_g3374.t1	413	532	1059	120
A0A2P5G2G0_Trema	A0A2P5G2G0	63057	Trema orientale (Charcoal tree) (Celtis orientalis)	euk		TorRG33x02_005110	886	1005	1227	120
A0A2P6MV93_Planoprotostelium	A0A2P6MV93	1890364	Planoprotostelium fungivorum	euk		PROFUN_07998	861	984	1190	124
A0A2T2NB03_Corynespora	A0A2T2NB03	1448308	Corynespora cassiicola Philippines	euk		BS50DRAFT_532006	1241	1359	1761	119
A0A484MLE7_Cuscuta	A0A484MLE7	132261	Cuscuta campestris	euk		CCAM_LOCUS30652	872	992	1195	121
A0A4P9X9H9_Caulochytrium	A0A4P9X9H9	1555241	Caulochytrium protostelioides	euk		CXG81DRAFT_11656	438	527	530	90
A0A507FQA8_Chytriomyces	A0A507FQA8	246404	Chytriomyces confervae	euk		CcCBS67573_g01234	904	1024	1245	121
A0A5B8MNC0_Chloropicon	A0A5B8MNC0	1764295	Chloropicon primus	euk		A3770_04p33500	832	954	1123	123
A0A5M3MCW5_Coniophora	A0A5M3MCW5	741705	Coniophora puteana (strain RWD-64-598) (Brown rot fungus)	euk		CONPUDRAFT_110321	580	700	898	121
A0A7J7CHG9_Tripterygium	A0A7J7CHG9	458696	Tripterygium wilfordii (Thunder God vine)	euk		HS088_TW17G01042	848	969	1188	122
A0A7J7LA00_Kingdonia	A0A7J7LA00	39325	Kingdonia uniflora	euk		GIB67_026220	893	1013	1226	121
A0A7M5XM92_Clytia	A0A7M5XM92	252671	Clytia hemisphaerica	euk			925	1041	1256	117
A0A7N0TXR1_Kalanchoe	A0A7N0TXR1	63787	Kalanchoe fedtschenkoi (Lavender scallops) (South American air plant)	euk			837	958	1180	122
A0A914C886_Acrobeloides	A0A914C886	290746	Acrobeloides nanus	euk			419	529	860	111
A0A9P4Q3A6_Polychaeton	A0A9P4Q3A6	1314669	Polychaeton citri CBS 116435	euk		K431DRAFT_288372	1132	1249	1607	118
A0A9P6EME4_Crepidotus	A0A9P6EME4	179855	Crepidotus variabilis	euk		CPB83DRAFT_785416	828	951	1176	124
A0A9R0JRL8_Spinacia	A0A9R0JRL8	3562	Spinacia oleracea (Spinach)	euk		LOC110784283	892	1013	1240	122
A0AA39R885_Cladonia	A0AA39R885	184061	Cladonia borealis	euk		JMJ35_002502	1213	1333	1684	121
A0AAJ0FQY0_Phialemonium	A0AAJ0FQY0	1093897	Phialemonium atrogriseum	euk		QBC33DRAFT_604538	1325	1438	1865	114
A0AAN7NK73_Mycteria	A0AAN7NK73	33587	Mycteria americana (Wood stork)	euk		QYF61_001722	489	602	667	114
A0AAQ3QJ22_Canna	A0AAQ3QJ22	4628	Canna indica (Indian-shot)	euk		Cni_G19904	878	999	1234	122
A0AAV8VUM4_Exocentrus	A0AAV8VUM4	1586481	Exocentrus adspersus	euk		NQ315_010782	468	585	1022	118
A0AAW1S6N8_Apatococcus	A0AAW1S6N8	904363	Apatococcus lobatus	euk		WJX74_002775	874	995	1241	122
A0AB34KVL3_Cladosporium	A0AB34KVL3	1052096	Cladosporium halotolerans	euk		WHR41_04234	349	469	829	121
A0ABD2MII3_Cryptolaemus	A0ABD2MII3	559131	Cryptolaemus montrouzieri	euk		HHI36_010353	466	583	1018	118
A0ABP0FXE6_Clavelina	A0ABP0FXE6	159417	Clavelina lepadiformis (Light-bulb sea squirt) (Ascidia lepadiformis)	euk		CVLEPA_LOCUS14490	775	879	1316	105
A0ABP1DA61_Somion	A0ABP1DA61	3059160	Somion occarium	euk		GFSPODELE1_LOCUS4765	809	927	1159	119
