accession,gene,organism,taxid,subphylum,class,order,family,genus,length,reviewed,structure_source,afdb_version,mean_plddt,is_reference_proteome,structure_path,paralog_label
A0A1Q5UPN3,PIF1,Penicillium subrubescens,1316194,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,728,unreviewed,AFDB,6,66.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1Q5UPN3-F1-model_v6.cif,
A0A1V6PDM4,PIF1,Penicillium decumbens,69771,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,773,unreviewed,AFDB,6,64.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1V6PDM4-F1-model_v6.cif,
A0A1V6U1M2,PIF1,Penicillium flavigenum,254877,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,763,unreviewed,AFDB,6,64.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1V6U1M2-F1-model_v6.cif,
A0A1X7QZ68,PIF1,Maudiozyma saulgeensis,1789683,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Maudiozyma,888,unreviewed,AFDB,6,60.72,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1X7QZ68-F1-model_v6.cif,
A0A1Z5T0V7,PIF1,Hortaea werneckii EXF-2000,1157616,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,913,unreviewed,AFDB,6,60.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1Z5T0V7-F1-model_v6.cif,
A0A225ACG2,PIF1,Talaromyces atroroseus,1441469,Pezizomycotina,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,758,unreviewed,AFDB,6,64.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A225ACG2-F1-model_v6.cif,
A0A2B7ZAZ8,PIF1,[Emmonsia] crescens,73230,Pezizomycotina,Eurotiomycetes,Onygenales,Ajellomycetaceae,Emergomyces,802,unreviewed,AFDB,6,62.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2B7ZAZ8-F1-model_v6.cif,
A0A2C5Z3Z6,PIF1,Ophiocordyceps australis,1399860,Pezizomycotina,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,873,unreviewed,AFDB,6,60.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2C5Z3Z6-F1-model_v6.cif,
A0A2L2TT35,PIF1,Fusarium venenatum,56646,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,873,unreviewed,AFDB,6,60.03,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2L2TT35-F1-model_v6.cif,
A0A2P4ZPZ5,PIF1,Trichoderma gamsii,398673,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,818,unreviewed,AFDB,6,62.28,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2P4ZPZ5-F1-model_v6.cif,
A0A2P5IG66,PIF1,Diaporthe helianthi,158607,Pezizomycotina,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,816,unreviewed,AFDB,6,61.47,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2P5IG66-F1-model_v6.cif,
A0A2P7YYZ7,PIF1,Candidozyma pseudohaemuli,418784,Saccharomycotina,Pichiomycetes,Serinales,Metschnikowiaceae,Candidozyma,1269,unreviewed,AFDB,6,68.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2P7YYZ7-F1-model_v6.cif,
A0A395MU31,PIF1,Fusarium flagelliforme,2675880,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,818,unreviewed,AFDB,6,62.47,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A395MU31-F1-model_v6.cif,
A0A395SH18,PIF1,Fusarium longipes,694270,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,816,unreviewed,AFDB,6,62.84,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A395SH18-F1-model_v6.cif,
A0A3D8T9P5,PIF1,Coleophoma crateriformis,565419,Pezizomycotina,Leotiomycetes,Helotiales,Dermateaceae,Coleophoma,921,unreviewed,AFDB,6,61.22,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A3D8T9P5-F1-model_v6.cif,
A0A420HI51,PIF1,Golovinomyces cichoracearum,62708,Pezizomycotina,Leotiomycetes,Erysiphales,Erysiphaceae,Golovinomyces,858,unreviewed,AFDB,6,59.66,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A420HI51-F1-model_v6.cif,
A0A437A639,PIF1,Arthrobotrys flagrans (Nematode-trapping fungus) (Trichothecium flagrans),97331,Pezizomycotina,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,893,unreviewed,AFDB,6,59.59,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A437A639-F1-model_v6.cif,
A0A4T0X4S6,PIF1,Pichia inconspicua,52247,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Pichia,863,unreviewed,AFDB,6,61.34,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A4T0X4S6-F1-model_v6.cif,
A0A4U6XDE4,pif1,Colletotrichum tanaceti,1306861,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,885,unreviewed,AFDB,6,60.84,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A4U6XDE4-F1-model_v6.cif,
A0A545VF71,PIF1,Cordyceps javanica,43265,Pezizomycotina,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,803,unreviewed,AFDB,6,62.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A545VF71-F1-model_v6.cif,
A0A553I2H5,PIF1,Xylaria flabelliformis,2512241,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,1556,unreviewed,MISSING_predict_with_AF3,,,,,
A0A642UC18,PIF1,Diutina rugosa (Yeast) (Candida rugosa),5481,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Diutina,851,unreviewed,AFDB,6,59.41,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A642UC18-F1-model_v6.cif,
A0A6P8AS74,PIF1,Pyricularia grisea (Crabgrass-specific blast fungus) (Magnaporthe grisea),148305,Pezizomycotina,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,863,unreviewed,AFDB,6,60.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A6P8AS74-F1-model_v6.cif,
A0A7D9D0S1,PIF1,Dekkera bruxellensis (Brettanomyces custersii),5007,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Brettanomyces,933,unreviewed,AFDB,6,61.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A7D9D0S1-F1-model_v6.cif,
A0A7D9H4X7,PIF1,Dekkera bruxellensis (Brettanomyces custersii),5007,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Brettanomyces,925,unreviewed,AFDB,6,62.97,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A7D9H4X7-F1-model_v6.cif,
A0A7G3ZFX8,PIF1,Torulaspora globosa,48254,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Torulaspora,961,unreviewed,AFDB,6,59.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A7G3ZFX8-F1-model_v6.cif,
A0A7H9HQ67,PIF1,Torulaspora globosa,48254,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Torulaspora,938,unreviewed,AFDB,6,61.44,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A7H9HQ67-F1-model_v6.cif,
A0A8A3PQR8,PIF1,Monilinia vaccinii-corymbosi,61207,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,835,unreviewed,AFDB,6,62.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8A3PQR8-F1-model_v6.cif,
A0A8E2ECP4,PIF1,Lepidopterella palustris CBS 459.81,1314670,Pezizomycotina,Dothideomycetes,Mytilinidiales,Argynnaceae,Lepidopterella,929,unreviewed,AFDB,6,59.66,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8E2ECP4-F1-model_v6.cif,
A0A8H2VG31,RRM3,Maudiozyma barnettii,61262,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Maudiozyma,756,unreviewed,AFDB,6,66.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H2VG31-F1-model_v6.cif,
A0A8H4M5R7,PIF1,Aspergillus fumigatiaffinis,340414,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,744,unreviewed,AFDB,6,65.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H4M5R7-F1-model_v6.cif,
A0A8H4RP39,PIF1,Cudoniella acicularis,354080,Pezizomycotina,Leotiomycetes,Helotiales,Tricladiaceae,Cudoniella,1146,unreviewed,AFDB,6,54.84,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H4RP39-F1-model_v6.cif,
A0A8H5K2L9,PIF1,Fusarium phyllophilum,47803,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,820,unreviewed,AFDB,6,62.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5K2L9-F1-model_v6.cif,
A0A8H5V246,PIF1,Gibberella subglutinans (Fusarium subglutinans),42677,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,825,unreviewed,AFDB,6,62.34,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5V246-F1-model_v6.cif,
A0A8H6DJK2,PIF1,Fusarium mundagurra,1567541,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,820,unreviewed,AFDB,6,62.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H6DJK2-F1-model_v6.cif,
A0A8H6EMB0,PIF1,Botrytis fragariae,1964551,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,910,unreviewed,AFDB,6,61.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H6EMB0-F1-model_v6.cif,
A0A8H6MX16,PIF1,Colletotrichum sojae,2175907,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,898,unreviewed,AFDB,6,60.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H6MX16-F1-model_v6.cif,
A0A8H6P867,PIF1,Aspergillus hiratsukae,1194566,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,765,unreviewed,AFDB,6,64.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H6P867-F1-model_v6.cif,
A0A8H7B4D1,PIF1,Alternaria burnsii,1187904,Pezizomycotina,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,782,unreviewed,AFDB,6,64.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H7B4D1-F1-model_v6.cif,
A0A8H7MC09,PIF1,Ascochyta lentis,205686,Pezizomycotina,Dothideomycetes,Pleosporales,Didymellaceae,Ascochyta,829,unreviewed,AFDB,6,63.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H7MC09-F1-model_v6.cif,
A0A8J2N2S3,PIF1,Alternaria atra,119953,Pezizomycotina,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,781,unreviewed,AFDB,6,64.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8J2N2S3-F1-model_v6.cif,
A0A9N8P4J7,PIF1,Aureobasidium vineae,2773715,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,875,unreviewed,AFDB,6,59.66,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9N8P4J7-F1-model_v6.cif,
A0A9N8PPA1,PIF1,Aureobasidium uvarum,2773716,Pezizomycotina,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,876,unreviewed,AFDB,6,59.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9N8PPA1-F1-model_v6.cif,
A0A9P5H1A3,PIF1,Cylindrodendrum hubeiense,595255,Pezizomycotina,Sordariomycetes,Hypocreales,Nectriaceae,Cylindrodendrum,878,unreviewed,AFDB,6,59.91,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P5H1A3-F1-model_v6.cif,
A0A9P6I5L3,PIF1,Colletotrichum karsti,1095194,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,850,unreviewed,AFDB,6,62.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P6I5L3-F1-model_v6.cif,
A0A9P7UDJ2,PIF1,Colletotrichum scovillei,1209932,Pezizomycotina,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,880,unreviewed,AFDB,6,60.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P7UDJ2-F1-model_v6.cif,
A0A9P8KRB0,PIF1,Trichoderma semiorbis,1491008,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,842,unreviewed,AFDB,6,61.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P8KRB0-F1-model_v6.cif,
A0A9P8PN42,PIF1,Wickerhamomyces mucosus,1378264,Saccharomycotina,Saccharomycetes,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,947,unreviewed,AFDB,6,59.16,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P8PN42-F1-model_v6.cif,
A0A9P8PWM7,PIF1,Ogataea polymorpha,460523,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,825,unreviewed,AFDB,6,66.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P8PWM7-F1-model_v6.cif,
A0A9P8Q2R3,PIF1,Wickerhamomyces pijperi (Yeast) (Pichia pijperi),599730,Saccharomycotina,Saccharomycetes,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,1245,unreviewed,AFDB,6,52.16,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P8Q2R3-F1-model_v6.cif,
A0A9P8TBX6,PIF1,Wickerhamomyces mucosus,1378264,Saccharomycotina,Saccharomycetes,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,676,unreviewed,AFDB,6,73.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P8TBX6-F1-model_v6.cif,
A0A9P9XX88,PIF1,Emericellopsis cladophorae,2686198,Pezizomycotina,Sordariomycetes,Hypocreales,Bionectriaceae,Emericellopsis,797,unreviewed,AFDB,6,62.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P9XX88-F1-model_v6.cif,
A0A9Q0AR35,PIF1,Neoarthrinium moseri,1658444,Pezizomycotina,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Neoarthrinium,843,unreviewed,AFDB,6,62.34,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9Q0AR35-F1-model_v6.cif,
A0A9W4TRY8,PIF1,Candida verbasci,1227364,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,658,unreviewed,AFDB,6,73.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9W4TRY8-F1-model_v6.cif,
A0A9W4TSQ7,PIF1,Candida verbasci,1227364,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,1019,unreviewed,AFDB,6,54.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9W4TSQ7-F1-model_v6.cif,
A0A9W6SUB1,PIF1,Candida boidinii (Yeast),5477,Saccharomycotina,Pichiomycetes,Pichiales,Pichiaceae,Ogataea,1067,unreviewed,AFDB,6,56.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9W6SUB1-F1-model_v6.cif,
A0A9W8NAJ3,PIF1,Xylaria arbuscula,114810,Pezizomycotina,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,888,unreviewed,AFDB,6,64.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9W8NAJ3-F1-model_v6.cif,
A0A9W9E386,PIF1,Trichoderma breve,2034170,Pezizomycotina,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,814,unreviewed,AFDB,6,62.28,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9W9E386-F1-model_v6.cif,
A0A9W9GHH5,PIF1,Penicillium bovifimosum,126998,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,773,unreviewed,AFDB,6,63.97,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9W9GHH5-F1-model_v6.cif,
A0A9W9KDN3,PIF1,Penicillium alfredii,1506179,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,773,unreviewed,AFDB,6,65.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9W9KDN3-F1-model_v6.cif,
A0A9W9NF67,PIF1,Penicillium cinerascens,70096,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,733,unreviewed,AFDB,6,65.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9W9NF67-F1-model_v6.cif,
A0A9W9PGZ8,PIF1,Penicillium chermesinum,63820,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,726,unreviewed,AFDB,6,67.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9W9PGZ8-F1-model_v6.cif,
A0AA35M823,PIF1,Clonostachys chloroleuca,1926264,Pezizomycotina,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,799,unreviewed,AFDB,6,62.53,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AA35M823-F1-model_v6.cif,
A0AA38R6I5,PIF1,Pleurostoma richardsiae,41990,Pezizomycotina,Sordariomycetes,Calosphaeriales,Pleurostomataceae,Pleurostoma,829,unreviewed,AFDB,6,61.34,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AA38R6I5-F1-model_v6.cif,
A0AA39QRC0,PIF1,Cladonia borealis,184061,Pezizomycotina,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,869,unreviewed,AFDB,6,62.84,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AA39QRC0-F1-model_v6.cif,
A0AA40CH22,pif1_3,Lasiodiplodia hormozganensis,869390,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,867,unreviewed,AFDB,6,62.91,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AA40CH22-F1-model_v6.cif,
A0AAD6BVQ3,PIF1,Penicillium daleae,63821,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,727,unreviewed,AFDB,6,67.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD6BVQ3-F1-model_v6.cif,
A0AAD9W185,PIF1,Diaporthe amygdali (Fusicoccum amygdali),1214568,Pezizomycotina,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,869,unreviewed,AFDB,6,60.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD9W185-F1-model_v6.cif,
A0AAI8YTU8,PIF1,Lecanosticta acicola,111012,Pezizomycotina,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Lecanosticta,859,unreviewed,AFDB,6,62.41,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAI8YTU8-F1-model_v6.cif,
A0AAI9SW46,PIF1,Candida oxycetoniae,497107,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,934,unreviewed,AFDB,6,56.97,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAI9SW46-F1-model_v6.cif,
A0AAN6BNB4,PIF1,Aspergillus lentulus,293939,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,744,unreviewed,AFDB,6,66.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAN6BNB4-F1-model_v6.cif,
A0AAN6PR26,PIF1,Parachaetomium inaequale,2588326,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Parachaetomium,764,unreviewed,AFDB,6,58.59,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAN6PR26-F1-model_v6.cif,
A0AAV5RQD8,PIF1,Maudiozyma humilis (Sour dough yeast) (Kazachstania humilis),51915,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Maudiozyma,857,unreviewed,AFDB,6,62.47,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAV5RQD8-F1-model_v6.cif,
A0AAV5RS12,PIF1,Starmerella bacillaris (Yeast) (Candida zemplinina),1247836,Saccharomycotina,Dipodascomycetes,Dipodascales,Trichomonascaceae,Starmerella,893,unreviewed,AFDB,6,58.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAV5RS12-F1-model_v6.cif,
A0AAV5S599,RRM3,Maudiozyma humilis (Sour dough yeast) (Kazachstania humilis),51915,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Maudiozyma,760,unreviewed,AFDB,6,66.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAV5S599-F1-model_v6.cif,
A0ABP0ZI86,PIF1,Lodderomyces beijingensis,1775926,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Lodderomyces,671,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABQ0CIR6,g1738,Epichloe bromicola,79588,Pezizomycotina,Sordariomycetes,Hypocreales,Clavicipitaceae,Epichloe,824,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABQ1A1P2,PIF1,Aspergillus udagawae,91492,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,744,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR0H0U4,PIF1,Podospora pseudopauciseta,2093780,Pezizomycotina,Sordariomycetes,Sordariales,Podosporaceae,Podospora,895,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR1X8Q2,PIF1,Apiospora hydei,1337664,Pezizomycotina,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Apiospora,785,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR2HLJ4,PIF1,Apiospora arundinis,335852,Pezizomycotina,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Apiospora,870,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR2XV60,PIF1,Seiridium cardinale,138064,Pezizomycotina,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Seiridium,870,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR3VRV6,PIF1,Humicola insolens (Soft-rot fungus),85995,Pezizomycotina,Sordariomycetes,Sordariales,Chaetomiaceae,Mycothermus,815,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR4DQT9,PIF1,Diaporthe vaccinii,105482,Pezizomycotina,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,866,unreviewed,MISSING_predict_with_AF3,,,,,
A1CBS2,PIF1,Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107),344612,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,747,unreviewed,AFDB,6,66.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A1CBS2-F1-model_v6.cif,
A5E709,PIF1,Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) (Yeast) (Saccharomyces elongisporus),379508,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Lodderomyces,1047,unreviewed,AFDB,6,55.84,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A5E709-F1-model_v6.cif,
A7TNQ0,PIF1,Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294 / BCRC 21397 / CBS 2163 / NBRC 10782 / NRRL Y-8283 / UCD 57-17) (Kluyveromyces polysporus),436907,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,958,unreviewed,AFDB,6,59.84,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A7TNQ0-F1-model_v6.cif,
B0Y232,PIF1,Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata),451804,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,788,unreviewed,AFDB,6,63.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-B0Y232-F1-model_v6.cif,
B6HL55,PIF1,Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum),500485,Pezizomycotina,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,763,unreviewed,AFDB,6,64.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-B6HL55-F1-model_v6.cif,
C1GVB7,PIF1,Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis),502779,Pezizomycotina,Eurotiomycetes,Onygenales,Ajellomycetaceae,Paracoccidioides,797,unreviewed,AFDB,6,64.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-C1GVB7-F1-model_v6.cif,
C4YMF4,PIF1,Candida albicans (strain WO-1) (Yeast),294748,Saccharomycotina,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,906,unreviewed,AFDB,6,58.47,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-C4YMF4-F1-model_v6.cif,
C5DS62,PIF1,Zygosaccharomyces rouxii (strain ATCC 2623 / CBS 732 / NBRC 1130 / NCYC 568 / NRRL Y-229),559307,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,864,unreviewed,AFDB,6,63.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-C5DS62-F1-model_v6.cif,
